barcode,gender,imageUrl,name,brandName,ageGroup,category,subCategory,productType,colorPalette,color,allTags
bdwy_8906148970590,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/8906148970590_1_20b49d54-d680-45c2-ac3a-672c9312382f.jpg?v=1766470208,Charmacy Milano Ultra Thin Stroke Brow Pen,Charmacy,adult,Beauty & Personal Care,Makeup,Eyebrow Pen,N/A,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/8906148970590_1_20b49d54-d680-45c2-ac3a-672c9312382f.jpg?v=1766470208,"Beauty & Personal Care, Black, Bold Pigment, Eyebrow Pen, Fork-Shaped Tip, Long-Wear, Makeup, Precision, Smudge Resistant, Ultra-Thin, Water Resistant"
bdwy_PBWMS00000004,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5194.jpg?v=1767781872,Gaia Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5194.jpg?v=1767781872,"Beige, Button-Up, Casual, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Summer, Tops, Vests"
bdwy_PBWMS00000003,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5185.jpg?v=1767781860,Gaia Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5185.jpg?v=1767781860,"Beige, Button-Up, Casual, Clothing & Fashion, Cotton, Lightweight, Regular, Sleeveless, Solid, Square Neck, Tops, Vests"
bdwy_PBWMS00000002,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5192.jpg?v=1767781848,Gaia Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5192.jpg?v=1767781848,"Beige, Casual, Clothing & Fashion, Cotton, Regular, Round Neck, Sleeveless, Solid, Summer, Tops, Vests"
bdwy_PBWMS00000001,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5206.jpg?v=1767781836,Gaia Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_5206.jpg?v=1767781836,"Button Up, Casual, Clothing & Fashion, Cotton, Fitted, Regular, Sleeveless, Solid, Tops, Vests, White"
bdwy_PBWMS00000008,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4403.jpg?v=1767781679,Scarlett Top,N/A,adult,Clothing & Fashion,Tops,Blouses,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4403.jpg?v=1767781679,"Blouses, Casual, Clothing & Fashion, Cotton, Red, Regular, Round Neck, Sleeveless, Solid, Summer, Tops"
bdwy_PBWMS00000007,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4408.jpg?v=1767781668,Scarlett Top,N/A,adult,Clothing & Fashion,Tops,Tops,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4408.jpg?v=1767781668,"Casual, Clothing & Fashion, Cotton, Red, Regular, Short Sleeve, Solid, Summer, Tops, V Neck"
bdwy_PBWMS00000006,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44132.jpg?v=1767781657,Scarlett Top,N/A,adult,Clothing & Fashion,Tops,Blouses,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44132.jpg?v=1767781657,"Blouses, Casual, Clothing & Fashion, Cotton, Lightweight, Red, Regular, Round Neck, Sleeveless, Solid, Summer, Tops"
bdwy_PBWMS00000005,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44072.jpg?v=1767781645,Scarlett Top,N/A,adult,Clothing & Fashion,Tops,Tops,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44072.jpg?v=1767781645,"Bodycon, Casual, Clothing & Fashion, Fitted, Red, Regular, Solid, Tops"
bdwy_PBWMS00000012,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4386.jpg?v=1767781372,Milania Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4386.jpg?v=1767781372,"Casual, Clothing & Fashion, Collared, Minimal, Regular, Sleeveless, Solid, Tops, Vests, White"
bdwy_PBWMS00000011,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4394.jpg?v=1767781360,Milania Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4394.jpg?v=1767781360,"Casual, Clothing & Fashion, Collared, Lightweight, Regular, Sleeveless, Solid, Summer, Tops, Vests, White"
bdwy_PBWMS00000010,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4377.jpg?v=1767781348,Milania Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4377.jpg?v=1767781348,"Casual, Clothing & Fashion, Lightweight, Minimal, Regular, Sleeveless, Solid, Tops, Vests, White"
bdwy_PBWMS00000009,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4381.jpg?v=1767781336,Milania Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4381.jpg?v=1767781336,"Clothing & Fashion, Collared, Fitted, Regular, Sleeveless, Solid, Tops, Vests, White"
bdwy_PBWMS00000016,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4367.jpg?v=1767781056,Maliya Top,N/A,adult,Clothing & Fashion,Tops,Blouses,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4367.jpg?v=1767781056,"Blouses, Casual, Clothing & Fashion, Cotton, Lightweight, Regular, Round Neck, Sleeveless, Solid, Summer, Tops, Yellow"
bdwy_PBWMS00000015,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4368.jpg?v=1767781047,N/A,N/A,adult,Clothing & Fashion,Tops,Tops,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4368.jpg?v=1767781047,"Casual, Clothing & Fashion, Cotton, Lightweight, Regular, Round Neck, Sleeveless, Solid, Summer, Tops, Yellow"
bdwy_PBWMS00000014,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_43652.jpg?v=1767781009,Maliya Top,N/A,adult,Clothing & Fashion,Tops,Blouses,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_43652.jpg?v=1767781009,"Blouses, Casual, Clothing & Fashion, Lightweight, Regular, Round Neck, Sleeveless, Solid, Summer, Tops, Yellow"
bdwy_PBWMS00000013,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4366.jpg?v=1767780999,Maliya Top,N/A,adult,Clothing & Fashion,Tops,Blouses,Light Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_4366.jpg?v=1767780999,"Blouses, Breathable, Casual, Clothing & Fashion, Fully Lined, Lightweight, Pastel Yellow, Peplum, Regular, Solid, Spaghetti Straps, Tops"
bdwy_PBWMS00000028,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6470.jpg?v=1767780844,Cora Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6470.jpg?v=1767780844,"Black, Casual, Clothing & Fashion, Lightweight, Minimal, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000027,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6481.jpg?v=1767780834,N/A,N/A,adult,Clothing & Fashion,Tops,Vests,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6481.jpg?v=1767780834,"Black, Button-Up, Casual, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000026,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6467.jpg?v=1767780825,Cora Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6467.jpg?v=1767780825,"Black, Casual, Clothing & Fashion, Lightweight, Minimal, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000025,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_64642.jpg?v=1767780816,Cora Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_64642.jpg?v=1767780816,"Black, Casual, Classic, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000032,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0432.jpg?v=1767780655,N/A,N/A,adult,Clothing & Fashion,Tops,Tops,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0432.jpg?v=1767780655,"Casual, Clothing & Fashion, Lightweight, Pink, Regular, Sleeveless, Solid, Summer, Tops"
bdwy_PBWMS00000031,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0429.jpg?v=1767780645,Dusk Top,N/A,adult,Clothing & Fashion,Tops,Tops,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0429.jpg?v=1767780645,"Casual, Clothing & Fashion, Lightweight, Pink, Regular, Sleeveless, Solid, Summer, Tops"
bdwy_PBWMS00000030,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0428.jpg?v=1767780635,Dusk Top,N/A,adult,Clothing & Fashion,Tops,Blouses,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0428.jpg?v=1767780635,"Blouses, Casual, Clothing & Fashion, Lightweight, Pink, Regular, Sleeveless, Solid, Summer, Tops"
bdwy_PBWMS00000029,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0427.jpg?v=1767780616,Dusk Top,N/A,adult,Clothing & Fashion,Tops,Blouses,Bright Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_0427.jpg?v=1767780616,"Blouses, Casual, Chiffon, Clothing & Fashion, Halter Neck, Lightweight, Pink, Regular, Sleeveless, Solid, Tops"
bdwy_PBWMS00000024,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/D8DBEAF7-C9C0-49CE-934F-56C63FEB8C4C_1.jpg?v=1768121862,Denim Top,N/A,adult,Clothing & Fashion,Tops,Tops,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/D8DBEAF7-C9C0-49CE-934F-56C63FEB8C4C_1.jpg?v=1768121862,"Casual, Clothing & Fashion, Denim, Denim Blue, Regular, Sleeveless, Solid, Summer, Tops, V Neck"
bdwy_PBWMS00000023,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/C58E206A-9C73-4358-AF6B-A61473E4551D_1.jpg?v=1768121862,Nova Denim Top,N/A,adult,Clothing & Fashion,Tops,Tops,Dark Winter,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/C58E206A-9C73-4358-AF6B-A61473E4551D_1.jpg?v=1768121862,"Casual, Clothing & Fashion, Cotton, Denim, Lightweight, Navy, Regular, Sleeveless, Solid, Tops, V Neck"
bdwy_PBWMS00000022,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5440CF4B-C09C-4F30-AFC8-493F26258B3E_1b39ee42-ecf5-49e7-b4dd-69c96cbe282a_1.jpg?v=1768121862,Nova Denim Top,N/A,adult,Clothing & Fashion,Tops,Tops,True Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/5440CF4B-C09C-4F30-AFC8-493F26258B3E_1b39ee42-ecf5-49e7-b4dd-69c96cbe282a_1.jpg?v=1768121862,"Casual, Clothing & Fashion, Cotton, Denim, Denim Blue, Regular, Sleeveless, Solid, Tops, V Neck"
bdwy_PBWMS00000021,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/90B680A3-A0C3-4A3A-B91C-CDF34E49E002_1.jpg?v=1768121862,Nova Denim Top,N/A,adult,Clothing & Fashion,Tops,Halter Tops,True Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/90B680A3-A0C3-4A3A-B91C-CDF34E49E002_1.jpg?v=1768121862,"Clothing & Fashion, Denim, Denim Blue, Halter Neck, Halter Tops, Peplum, Plunging Neckline, Sleeveless, Smocking, Tops, Zip Opening"
bdwy_PBWMS00000020,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00196.jpg?v=1767780165,Positano Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00196.jpg?v=1767780165,"Brown, Button-Up, Casual, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000019,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00194.jpg?v=1767780150,Positano Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00194.jpg?v=1767780150,"Brown, Button-Up, Casual, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Tops, Vests, V Neck"
bdwy_PBWMS00000018,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00183.jpg?v=1767780136,Positano Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00183.jpg?v=1767780136,"Brown, Button-Up, Casual, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000017,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00197.jpg?v=1767780125,Positano Vest,N/A,adult,Clothing & Fashion,Tops,Vests,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/DSC00197.jpg?v=1767780125,"Brown, Button-Up, Casual, Classic, Clothing & Fashion, Cotton, Regular, Sleeveless, Solid, Tops, Vests"
bdwy_PBWMS00000044,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1428.jpg?v=1767779868,Willow Top,N/A,adult,Clothing & Fashion,Tops,Crop Tops,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1428.jpg?v=1767779868,"Casual, Clothing & Fashion, Crop Tops, Green, Halter Neck, Lightweight, Regular, Sleeveless, Solid, Summer, Tops"
bdwy_PBWMS00000043,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1427.jpg?v=1767779856,Willow Top,N/A,adult,Clothing & Fashion,Tops,Tops,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1427.jpg?v=1767779856,"Casual, Clothing & Fashion, Cotton, Green, Lightweight, Regular, Sleeveless, Solid, Summer, Tops, V Neck"
bdwy_PBWMS00000042,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1423.jpg?v=1767779843,Willow Top,N/A,adult,Clothing & Fashion,Tops,Tops,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1423.jpg?v=1767779843,"Casual, Clothing & Fashion, Cotton, Lightweight, Olive, Regular, Sleeveless, Solid, Summer, Tops, V Neck"
bdwy_PBWMS00000041,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1444.jpg?v=1767779832,Willow Top,N/A,adult,Clothing & Fashion,Tops,Tops,True Spring,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_1444.jpg?v=1767779832,"Casual, Clothing & Fashion, Fitted, Green, Minimal, Regular, Solid, Tops"
bdwy_PBWMS00000040,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44832.jpg?v=1767779617,Bianca Dress,N/A,adult,Clothing & Fashion,Dresses,Maxi Dress,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44832.jpg?v=1767779617,"Beige, Casual, Clothing & Fashion, Cotton, Dresses, Lightweight, Maxi Dress, Regular, Round Neck, Sleeveless, Solid, Summer"
bdwy_PBWMS00000039,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44802.jpg?v=1767779606,Bianca Dress,N/A,adult,Clothing & Fashion,Dresses,Maxi,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44802.jpg?v=1767779606,"Beige, Casual, Clothing & Fashion, Cotton, Dresses, Lightweight, Maxi, Regular, Round Neck, Sleeveless, Solid, Summer"
bdwy_PBWMS00000038,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44782.jpg?v=1767779596,Bianca Dress,N/A,adult,Clothing & Fashion,Dresses,Maxi Dress,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44782.jpg?v=1767779596,"Beige, Casual, Clothing & Fashion, Dresses, Maxi Dress, Regular, Sleeveless, Solid, Summer, Zipper"
bdwy_PBWMS00000037,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44812.jpg?v=1767779587,Bianca Dress,N/A,adult,Clothing & Fashion,Dresses,Full-length Dress,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_44812.jpg?v=1767779587,"A-line, Beige, Casual, Clothing & Fashion, Collared, Cotton, Dresses, Flared Hem, Full-length Dress, Maxi, Regular, Solid, Zip Closure"
bdwy_PBWMS00000036,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7009.png?v=1767779389,Sicily Dress,N/A,adult,Clothing & Fashion,Dresses,Maxi Dress,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7009.png?v=1767779389,"Brown, Casual, Clothing & Fashion, Cotton, Dresses, Maxi, Maxi Dress, Regular, Sleeveless, Solid, Summer"
bdwy_PBWMS00000035,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7004.png?v=1767779341,Sicily Dress,N/A,adult,Clothing & Fashion,Dresses,Maxi Dress,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7004.png?v=1767779341,"Brown, Casual, Clothing & Fashion, Cotton, Dresses, Maxi, Maxi Dress, Regular, Sleeveless, Solid, Summer"
bdwy_PBWMS00000034,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_69972.png?v=1767779331,Sicily Dress,N/A,adult,Clothing & Fashion,Dresses,Maxi Dress,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_69972.png?v=1767779331,"Brown, Casual, Clothing & Fashion, Cotton, Dresses, Lightweight, Maxi Dress, Regular, Sleeveless, Solid, Summer"
bdwy_PBWMS00000033,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6996.png?v=1767779314,Sicily Dress,N/A,adult,Clothing & Fashion,Dresses,A-Line,Soft Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_6996.png?v=1767779314,"A-Line, Brown, Casual, Clothing & Fashion, Cotton, Dresses, Maxi, Regular, Solid"
bdwy_PBWMS00000047,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_26412.jpg?v=1767779084,Trail Trouser,N/A,adult,Clothing & Fashion,Bottoms,Trousers,Soft Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_26412.jpg?v=1767779084,"Bottoms, Casual, Clothing & Fashion, Comfort, Grey, Lightweight, Regular, Relaxed, Solid, Trousers"
bdwy_PBWMS00000046,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_26302.jpg?v=1767779074,Trail Trouser,N/A,adult,Clothing & Fashion,Bottoms,Trousers,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_26302.jpg?v=1767779074,"Bottoms, Casual, Clothing & Fashion, Comfort, Grey, Lightweight, Regular, Relaxed, Solid, Trousers"
bdwy_PBWMS00000045,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_26322.jpg?v=1767779063,Trail Trouser,N/A,adult,Clothing & Fashion,Bottoms,Trousers,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_26322.jpg?v=1767779063,"Bottoms, Casual, Clothing & Fashion, Grey, Lightweight, Relaxed, Solid, Trousers"
bdwy_PBWMS00000052,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7455.jpg?v=1767778914,Celestial Skirt,N/A,adult,Clothing & Fashion,Bottoms,Skirts,Dark Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7455.jpg?v=1767778914,"Bottoms, Casual, Clothing & Fashion, Denim, Mini, Navy, Regular, Skirts, Solid"
bdwy_PBWMS00000051,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7454.jpg?v=1767778905,Celestial Skirt,N/A,adult,Clothing & Fashion,Bottoms,Skirts,Dark Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7454.jpg?v=1767778905,"Bottoms, Casual, Clothing & Fashion, Denim, Mini, Navy, Regular, Skirts, Solid"
bdwy_PBWMS00000050,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7450.jpg?v=1767778889,Celestial Skirt,N/A,adult,Clothing & Fashion,Bottoms,Skirts,Dark Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7450.jpg?v=1767778889,"Bottoms, Casual, Clothing & Fashion, Denim, Mini, Navy, Regular, Skirts, Solid, Wrap"
bdwy_PBWMS00000049,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7443.jpg?v=1767778873,Celestial Skirt,N/A,adult,Clothing & Fashion,Bottoms,Skirts,Dark Autumn,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_7443.jpg?v=1767778873,"A-Line, Bottoms, Casual, Clothing & Fashion, Fitted, Mini, Navy, Regular, Skirts, Solid"
bdwy_PBWMS00000056,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_2552.jpg?v=1767777533,N/A,N/A,adult,Clothing & Fashion,Bottoms,Skirts,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_2552.jpg?v=1767777533,"Bottoms, Casual, Clothing & Fashion, Mini, Regular, Skirts, Solid, White"
bdwy_PBWMS00000055,female,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_2548.jpg?v=1767777524,N/A,N/A,adult,Clothing & Fashion,Bottoms,Skirts,Light Summer,https://cdn.shopify.com/s/files/1/0682/4647/0744/files/IMG_2548.jpg?v=1767777524,"Bottoms, Casual, Clothing & Fashion, Mini, Pleated, Regular, Skirts, Solid, Summer, White"
